公司名稱,職缺名稱,徵才網址,薪水區間
碩誠國際股份有限公司,SQL 工程師,http://www.104.com.tw/job/6i40n?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
宇清數位智慧股份有限公司,軟體工程師/資深軟體工程師,http://www.104.com.tw/job/6o3gp?jobsource=2018indexpoc,"月薪 40,000~100,000元"
美商先進資訊有限公司 Advanced Control Systems Inc.,專案工程師 (Project Engineer),http://www.104.com.tw/job/6c3ws?jobsource=2018indexpoc,"月薪 50,000~65,000元"
政志營造有限公司,公共工程品管工程師,http://www.104.com.tw/job/6n0gq?jobsource=2018indexpoc,"月薪 45,000~48,000元"
新堡科技股份有限公司,ASP.Net/C#專案工程師_流程組,http://www.104.com.tw/job/63pqy?jobsource=2018indexpoc,"月薪 35,000元以上"
能鉅科技有限公司,機器視覺工程師,http://www.104.com.tw/job/6635n?jobsource=2018indexpoc,"月薪 35,000~50,000元"
資策會_財團法人資訊工業策進會,【資安所】智慧雲端平台中心-資料分析師,http://www.104.com.tw/job/6z89s?jobsource=2018indexpoc,"月薪 40,000元以上"
英屬維京群島商嘉碼科技有限公司台灣分公司,"賭場管理系統伺服器工程師(C,C++)(一)",http://www.104.com.tw/job/2ymy6?jobsource=2018indexpoc,"月薪 35,000~50,000元"
日商清水營造工程股份有限公司台灣分公司,建築工程師,http://www.104.com.tw/job/4wsfb?jobsource=2018indexpoc,"月薪 35,000~65,000元"
網際威信股份有限公司,AI應用軟體開發工程師,http://www.104.com.tw/job/711tp?jobsource=2018indexpoc,"月薪 35,000元以上"
碩誠國際股份有限公司,JAVA engineer (年薪百萬/大型專案/新技術),http://www.104.com.tw/job/6i40b?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
尊博科技股份有限公司,資料庫管理師(MySQL),http://www.104.com.tw/job/5cjwo?jobsource=2018indexpoc,"月薪 30,000~60,000元"
全球快遞_全球商務科技股份有限公司,科服處-程式設計師(SD人員),http://www.104.com.tw/job/6mbly?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
日商清水營造工程股份有限公司台灣分公司,建築設備工程師,http://www.104.com.tw/job/6ydpx?jobsource=2018indexpoc,"月薪 35,000~65,000元"
台灣美光(台灣美光晶圓科技股份有限公司/台灣美光記憶體股份有限公司/美商美光亞太科技股份有限公司台灣分公司),DATA SCIENCE ENGINEER - SMART MFG &amp; AI 資料科學家(台中),http://www.104.com.tw/job/6vvhe?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
思雲達科技有限公司,資深Go 開發工程師/Senior Go developer,http://www.104.com.tw/job/6zhf8?jobsource=2018indexpoc,"月薪 75,000~90,000元"
幸福廣播事業股份有限公司,資通工程師,http://www.104.com.tw/job/6pfkj?jobsource=2018indexpoc,"月薪 30,000元以上"
日商清水營造工程股份有限公司台灣分公司,營造工程師,http://www.104.com.tw/job/6szw5?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
弈樂科技股份有限公司,資料庫管理師(MySQL),http://www.104.com.tw/job/6j4su?jobsource=2018indexpoc,"月薪 32,000~60,000元"
日商清水營造工程股份有限公司台灣分公司,建築品管工程師,http://www.104.com.tw/job/7148d?jobsource=2018indexpoc,"月薪 35,000~65,000元"
為升電裝工業股份有限公司,[資訊部] 程式設計高級工程師/工程師,http://www.104.com.tw/job/6ggq3?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
睿加科技股份有限公司,網頁後端工程師,http://www.104.com.tw/job/6vp1i?jobsource=2018indexpoc,"月薪 40,000~60,000元"
立合土木結構工程技師事務所,監造工程師,http://www.104.com.tw/job/6e80t?jobsource=2018indexpoc,"月薪 27,000~50,000元"
華友聯市地重劃股份有限公司,工務主管(高雄),http://www.104.com.tw/job/70olm?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
新竹縣美國學校,資訊人員 IT Coordinator,http://www.104.com.tw/job/5y0sa?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
好事九九互聯網有限公司(籌備處),網路商城後台維護人員,http://www.104.com.tw/job/71q37?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
奇鼎科技股份有限公司,資訊工程師,http://www.104.com.tw/job/6p5va?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
普匯金融科技股份有限公司,PHP 後端程式設計師,http://www.104.com.tw/job/682xq?jobsource=2018indexpoc,"月薪 40,000~100,000元"
好好投資科技股份有限公司,Backend Engineer(需熟Python、RESTful API ),http://www.104.com.tw/job/5572i?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
香港商俊思海外有限公司台灣分公司,Data Analyst (Lane Crawford Joyce Group),http://www.104.com.tw/job/70v00?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
鄉林建設事業股份有限公司,資訊工程師,http://www.104.com.tw/job/6zzyj?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
富邦金融控股股份有限公司,數據應用工程師,http://www.104.com.tw/job/6luzo?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
遠易通科技股份有限公司,Linux 軟體開發/維護工程師,http://www.104.com.tw/job/2r8wj?jobsource=2018indexpoc,"月薪 32,000~55,000元"
拉菲爾股份有限公司,JAVA軟體設計工程師,http://www.104.com.tw/job/6yj1f?jobsource=2018indexpoc,"月薪 35,000~45,000元"
優橋貿易股份有限公司,系統開發軟體工程師（Java PHP HTML）,http://www.104.com.tw/job/6hfxn?jobsource=2018indexpoc,"月薪 42,000元以上"
國家表演藝術中心國家兩廳院,資訊組專員,http://www.104.com.tw/job/6ht60?jobsource=2018indexpoc,"月薪 30,000~45,000元"
穩衛企業股份有限公司,MIS電腦工程師,http://www.104.com.tw/job/718iv?jobsource=2018indexpoc,"月薪 28,000~32,000元"
大慶證券股份有限公司_總管理處,數據分析（工程）師,http://www.104.com.tw/job/7138o?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
耀瑄科技股份有限公司,系統開發工程師,http://www.104.com.tw/job/6zfpx?jobsource=2018indexpoc,"月薪 28,000元"
磐弈有限公司,Web 前端工程師,http://www.104.com.tw/job/6yhy1?jobsource=2018indexpoc,"月薪 30,000~40,000元"
程鴻營造股份有限公司,現場工程師,http://www.104.com.tw/job/615xi?jobsource=2018indexpoc,"月薪 28,000~35,000元"
財團法人塑膠工業技術發展中心,程式設計師B4,http://www.104.com.tw/job/6zhdx?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
凱格大巨蛋運動股份有限公司,資訊工務(彰南),http://www.104.com.tw/job/6q5ha?jobsource=2018indexpoc,"月薪 28,000~32,000元"
吳旗清建築師事務所,監造工程師(北部),http://www.104.com.tw/job/6k4oj?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
雲端達人科技股份有限公司,程式設計師,http://www.104.com.tw/job/715hu?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
Allion_百佳泰股份有限公司,系統工程師(台北總公司),http://www.104.com.tw/job/5pfx5?jobsource=2018indexpoc,"月薪 35,000~50,000元"
財團法人商業發展研究院,MIS資訊工程師-資訊室,http://www.104.com.tw/job/4qdah?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
冠佑營造股份有限公司,工地主任,http://www.104.com.tw/job/65qmo?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
慧邦科技股份有限公司,後端工程師,http://www.104.com.tw/job/6rb57?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
柏昇企業股份有限公司,雲端系統工程師,http://www.104.com.tw/job/64f45?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
新據點廣告事業股份有限公司,PHP後端工程師（團隊擴編）,http://www.104.com.tw/job/5u9yy?jobsource=2018indexpoc,"月薪 50,000~85,000元"
慧邦科技股份有限公司,遊戲數據工程師,http://www.104.com.tw/job/6u7bu?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
磐弈有限公司,Web 資深前端工程師,http://www.104.com.tw/job/6yhxx?jobsource=2018indexpoc,"月薪 40,000~80,000元"
香港商福維克樂智有限公司台灣分公司,資訊系統分析師,http://www.104.com.tw/job/6u1ov?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
忠欣股份有限公司,資深系統工程師,http://www.104.com.tw/job/6ysm5?jobsource=2018indexpoc,"月薪 40,000元以上"
中華麟股份有限公司,PHP工程師,http://www.104.com.tw/job/6fgd0?jobsource=2018indexpoc,"月薪 40,000~60,000元"
瑩碩生技醫藥股份有限公司,資深系統工程師,http://www.104.com.tw/job/6zgue?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
台灣資料科學股份有限公司,數據工程師,http://www.104.com.tw/job/6mnfq?jobsource=2018indexpoc,"月薪 38,000~88,000元"
思訊電腦有限公司,系統工程師,http://www.104.com.tw/job/4tfft?jobsource=2018indexpoc,"月薪 35,000~50,000元"
昱勝資訊股份有限公司,測試專員,http://www.104.com.tw/job/71nyz?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
艾絲資訊股份有限公司,艾絲資訊 PHP 系統開發工程師,http://www.104.com.tw/job/4ua1d?jobsource=2018indexpoc,"月薪 40,000~60,000元"
永豐商業銀行股份有限公司,數據應用部-數據分析應用人員,http://www.104.com.tw/job/6wnct?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
台灣樂天市場股份有限公司,【日商樂天】Data Analyst(DEV),http://www.104.com.tw/job/6z1jb?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
英華達股份有限公司,(IT) ERP工程師,http://www.104.com.tw/job/6j9v5?jobsource=2018indexpoc,"月薪 35,000~55,000元"
成綸企業股份有限公司,資訊人員,http://www.104.com.tw/job/70h99?jobsource=2018indexpoc,"月薪 25,000~30,000元"
台泥企業團_臺泥資訊股份有限公司,網管工程師,http://www.104.com.tw/job/5ktmz?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
伊諾科技有限公司,資料庫管理師(Database Administrator),http://www.104.com.tw/job/6oenz?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
CTWANT_王道旺台媒體股份有限公司, 助理工程師/系統工程師,http://www.104.com.tw/job/70w3f?jobsource=2018indexpoc,"月薪 30,000~40,000元"
盛達電業股份有限公司,雲端網聯軟體工程師 (新竹),http://www.104.com.tw/job/71m50?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
新世紀光電股份有限公司,MES資訊工程師,http://www.104.com.tw/job/7106t?jobsource=2018indexpoc,"月薪 32,000~60,000元"
博暉科技股份有限公司,資產管理系統開發人才C#(AM),http://www.104.com.tw/job/5hw6w?jobsource=2018indexpoc,"月薪 33,000~60,000元"
汎亞人力資源管理顧問有限公司,【台北/大安】MIS資訊工程師(薪資40K~50K、表現良好三個月後轉正)-21,http://www.104.com.tw/job/70757?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
今展科技股份有限公司,ERP資訊工程師(鼎新TIPTOP系統),http://www.104.com.tw/job/6uvar?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
瑞軒科技股份有限公司,Infra工程師/資訊專員,http://www.104.com.tw/job/6zpho?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
財團法人中央通訊社,資訊系統維運人員,http://www.104.com.tw/job/70jw2?jobsource=2018indexpoc,"月薪 37,000元以上"
STARWIN TRADING L.L.C,((想來杜拜瞧過來))強力招募雲端運維工程師工程師,http://www.104.com.tw/job/6zuc3?jobsource=2018indexpoc,"月薪 80,000~120,000元"
上銀科技股份有限公司,品保理級主管,http://www.104.com.tw/job/3s2de?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
台泥企業團_臺泥資訊股份有限公司,系統工程師(台南),http://www.104.com.tw/job/70z3e?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
台灣現觀股份有限公司,Big Data Engineer,http://www.104.com.tw/job/6qf7v?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
香港商俊思海外有限公司台灣分公司,Data Engineer (Lane Crawford Joyce Group),http://www.104.com.tw/job/70v0q?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
訊達電腦股份有限公司,急徵~高級網路工程師(外商銀IT駐廠英語中等以上),http://www.104.com.tw/job/6wdgd?jobsource=2018indexpoc,"月薪 70,000元以上"
愛料理_寶利拾股份有限公司,iOS 工程師,http://www.104.com.tw/job/5ofyh?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
麗嬰國際股份有限公司,MIS工程師,http://www.104.com.tw/job/719st?jobsource=jolist_c_relevance,"月薪 30,000~40,000元"
億力資訊股份有限公司,ETL工程師,http://www.104.com.tw/job/5ywx5?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
台灣安麗莎醫療器材科技股份有限公司,雲端工程師,http://www.104.com.tw/job/6zhht?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
支點雲端科技股份有限公司,【台北區】ASP.Net 軟體工程師(C# ),http://www.104.com.tw/job/67pom?jobsource=jolist_c_relevance,"月薪 45,000~60,000元"
德利國際遊戲供應有限公司,歡迎加入我們行列-程式設計-無經驗可,http://www.104.com.tw/job/70s8r?jobsource=jolist_c_relevance,"月薪 30,000~35,000元"
尊博科技股份有限公司,軟體工程師(Unity3D),http://www.104.com.tw/job/3uw2o?jobsource=jolist_c_relevance,"月薪 32,000~60,000元"
鋐泰汽車零件股份有限公司,MIS專員/INTERNET程式設計專員,http://www.104.com.tw/job/67p92?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
興勤電子工業股份有限公司,MES系統維護工程師,http://www.104.com.tw/job/6xbf4?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
瑩碩生技醫藥股份有限公司,系統工程師,http://www.104.com.tw/job/7078b?jobsource=jolist_c_relevance,"月薪 30,000~40,000元"
三和技研股份有限公司,網路資深工程師,http://www.104.com.tw/job/6yhsd?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
瑞儀光電股份有限公司,14G009 AI人工智慧工程師,http://www.104.com.tw/job/6lp8d?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
遠雄建設事業股份有限公司,【建設】資訊企劃室- 企業資訊基礎架構師,http://www.104.com.tw/job/67zfd?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
競泰股份有限公司,SAP 系統工程師,http://www.104.com.tw/job/6zjb5?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
佳勝科技股份有限公司,資訊工程師,http://www.104.com.tw/job/6igy5?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
旺淶科技有限公司,Golang 高級後端工程師 Senior Golang Backend Engineer,http://www.104.com.tw/job/690tn?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
哇寶國際資訊股份有限公司,系統工程師,http://www.104.com.tw/job/3jhz9?jobsource=jolist_c_relevance,"月薪 35,000~48,000元"
山淬有限公司,電子商務 資訊實習生 D01,http://www.104.com.tw/job/6vci0?jobsource=jolist_c_relevance,"月薪 23,800~25,000元"
勤億蛋品科技股份有限公司,【勤億蛋品】總管理處-資訊部MIS儲備主管,http://www.104.com.tw/job/5d7wp?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
台灣美光(台灣美光晶圓科技股份有限公司/台灣美光記憶體股份有限公司/美商美光亞太科技股份有限公司台灣分公司),【桃園市龜山區】Metrology Application IT Engineer (歡迎社會新鮮人/應屆畢業生),http://www.104.com.tw/job/6zqg2?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
新必優資訊股份有限公司,系統分析師 - 台北市區內,http://www.104.com.tw/job/6zfn9?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
芳草地科技有限公司,維運工程師－晚班,http://www.104.com.tw/job/6wxlb?jobsource=jolist_c_relevance,"月薪 30,000~40,000元"
橋椿金屬股份有限公司,MIS系統工程師,http://www.104.com.tw/job/4ry2k?jobsource=jolist_c_relevance,"月薪 32,000~50,000元"
台灣大車隊股份有限公司,主任工程師(資訊處-營運部),http://www.104.com.tw/job/71bdx?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
台灣大哥大股份有限公司,E141 科技服務维運工程師,http://www.104.com.tw/job/712t4?jobsource=jolist_c_relevance,"月薪 31,000~53,000元"
南良集團_阜奕管理顧問股份有限公司,PHP軟體工程師(真愛大健康電商平台),http://www.104.com.tw/job/6vn3r?jobsource=jolist_c_relevance,"月薪 40,000元以上"
香港商台灣偉門智威有限公司台灣分公司,前端工程師 Front-End Engineer,http://www.104.com.tw/job/6l4z9?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
財團法人台灣產業服務基金會,資訊工程師,http://www.104.com.tw/job/6ecvx?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
日健機構_日健建設股份有限公司,機電工程師,http://www.104.com.tw/job/6uff7?jobsource=jolist_c_relevance,"月薪 35,000~40,000元"
辰昇網路科技有限公司,資料庫管理師(DBA),http://www.104.com.tw/job/6cgio?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
威旭水利技師事務所,監造工程師,http://www.104.com.tw/job/6ux3g?jobsource=jolist_c_relevance,"月薪 32,000~48,000元"
通和行銷有限公司,php程式設計師,http://www.104.com.tw/job/6y8t8?jobsource=2018indexpoc,"月薪 30,000~40,000元"
華薪資訊有限公司,軟體工程師,http://www.104.com.tw/job/ui8v?jobsource=2018indexpoc,"年薪 400,000元以上"
台灣大哥大股份有限公司,I98 資訊庫系統管理工程師,http://www.104.com.tw/job/6wwhi?jobsource=2018indexpoc,"月薪 31,000~53,000元"
高登智慧科技股份有限公司,雲端架構與MIS工程師,http://www.104.com.tw/job/6jhp9?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
汎卓科技股份有限公司,.net MVC 程式設計師,http://www.104.com.tw/job/4yk82?jobsource=2018indexpoc,"月薪 40,000元以上"
博暉科技股份有限公司,資產管理系統維護工程師(AM),http://www.104.com.tw/job/6hyi2?jobsource=2018indexpoc,"月薪 33,000~60,000元"
國際連股份有限公司,資料庫管理師(DBA),http://www.104.com.tw/job/6e2ds?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
台灣表面黏著科技股份有限公司,(1)(夜班)系統工程師,http://www.104.com.tw/job/6u4uv?jobsource=2018indexpoc,"月薪 28,000~35,000元"
口袋移動科技股份有限公司,軟軔體工程師-Embedded Linux,http://www.104.com.tw/job/2wl8t?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
東京都物業管理機構_東京都保全股份有限公司,【監控人員】-新北市板橋區(辦公大樓)-眾鼎工程,http://www.104.com.tw/job/4ouej?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
台灣大哥大股份有限公司,E124 雲端產品服務運維工程師,http://www.104.com.tw/job/6drai?jobsource=2018indexpoc,"月薪 31,000~53,000元"
樓易健康科技股份有限公司,技術經理 (IT),http://www.104.com.tw/job/6tsq3?jobsource=2018indexpoc,"月薪 50,000~80,000元"
凡事康流體科技股份有限公司,資訊工程師,http://www.104.com.tw/job/71hb4?jobsource=2018indexpoc,"月薪 30,000~40,000元"
虎山實業股份有限公司,【IT 資訊助理】資訊部,http://www.104.com.tw/job/6y70j?jobsource=2018indexpoc,"月薪 30,000元以上"
台北國際聯合建築師事務所,建築品管監造工程師(桃園市),http://www.104.com.tw/job/6jdhq?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
智崴資訊科技股份有限公司,.NET軟體開發工程師,http://www.104.com.tw/job/4ll4o?jobsource=2018indexpoc,"月薪 33,000~53,000元"
先鋒機械股份有限公司,全端工程師,http://www.104.com.tw/job/6wk85?jobsource=2018indexpoc,"月薪 45,000~65,000元"
泰瑩科技股份有限公司,系統工程師,http://www.104.com.tw/job/3sl2u?jobsource=2018indexpoc,"月薪 30,000~45,000元"
浪Live_旭瑞文化傳媒股份有限公司,Senior Data Engineer,http://www.104.com.tw/job/6vufz?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
印度商威普羅股份有限公司台灣分公司,Carrier Certification Engineer,http://www.104.com.tw/job/7145j?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
聯寶電子股份有限公司,(總管理處-資訊部)資訊專員,http://www.104.com.tw/job/6x8e7?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
Pintoo_優利瑪資訊有限公司,MIS程式設計師,http://www.104.com.tw/job/6p5oz?jobsource=2018indexpoc,"月薪 38,000~45,000元"
英華達股份有限公司,(IT) PLM工程師,http://www.104.com.tw/job/6n526?jobsource=2018indexpoc,"月薪 35,000~55,000元"
弈樂科技股份有限公司,軟體工程師(Unity3D),http://www.104.com.tw/job/6j4th?jobsource=2018indexpoc,"月薪 32,000~60,000元"
煙波大飯店股份有限公司,數據發展部 數據分析師,http://www.104.com.tw/job/6y2oy?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
展宇科技材料股份有限公司,資訊人員,http://www.104.com.tw/job/6zy7e?jobsource=2018indexpoc,"月薪 30,000~35,000元"
寶島光學科技股份有限公司,寶島眼鏡(總公司)-【資訊室】程式設計人員,http://www.104.com.tw/job/3zrvg?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
德林資訊電子股份有限公司,SMT程式製作工程師,http://www.104.com.tw/job/6anqv?jobsource=2018indexpoc,"月薪 32,000~40,000元"
永傳能源股份有限公司,風場數據分析師 Wind Farm Data Analyst,http://www.104.com.tw/job/66cvl?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
寶鴻開發股份有限公司,工地主任 (台北市/新北市),http://www.104.com.tw/job/5elwu?jobsource=2018indexpoc,"月薪 65,000~75,000元"
和碩集團_和碩聯合科技股份有限公司,Project Manager_9569,http://www.104.com.tw/job/719ke?jobsource=2018indexpoc,"月薪 30,000~50,000元"
寶晶能源股份有限公司,屏東-太陽能系統土木工程師,http://www.104.com.tw/job/6u2iq?jobsource=2018indexpoc,"月薪 40,000~55,000元"
天星管理顧問股份有限公司,資訊工程師,http://www.104.com.tw/job/4o5rz?jobsource=2018indexpoc,"月薪 40,000~80,000元"
捷倉自動化股份有限公司,WMS系統軟體工程師-高雄,http://www.104.com.tw/job/6zg1l?jobsource=2018indexpoc,"月薪 30,000~60,000元"
台灣西鐵國際物流股份有限公司,IT工程師(台北),http://www.104.com.tw/job/6rxyq?jobsource=2018indexpoc,"月薪 35,000~40,000元"
玉山銀行_玉山商業銀行股份有限公司,玉山銀行-TMA計劃(科技儲備幹部),http://www.104.com.tw/job/602gp?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
港洲營造股份有限公司,品管工程師(桃園地區),http://www.104.com.tw/job/6wphr?jobsource=2018indexpoc,"月薪 26,000~59,000元"
香港商俊思海外有限公司台灣分公司,Data Scientist (Lane Crawford Joyce Group),http://www.104.com.tw/job/70v1h?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
凡谷興業有限公司,數據系統分析師,http://www.104.com.tw/job/6xvre?jobsource=2018indexpoc,"月薪 32,000~60,000元"
仁大資訊股份有限公司,系統維運與測試工程師/北市-大安,http://www.104.com.tw/job/6z5yw?jobsource=2018indexpoc,"月薪 30,000~43,000元"
大銀微系統股份有限公司_HIWIN MIKROSYSTEM,資訊類_網頁程式設計師,http://www.104.com.tw/job/3ugvj?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
康訊科技股份有限公司,軟體營運工程師,http://www.104.com.tw/job/6tfeu?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
陽明海運股份有限公司,資訊人員-硬體,http://www.104.com.tw/job/20z4l?jobsource=2018indexpoc,"月薪 38,000~70,000元"
薩摩亞商鳳之梧數位科技有限公司台灣分公司,DBA資料庫分析師,http://www.104.com.tw/job/6yutz?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
大億金茂股份有限公司,ERP儲備幹部(安平廠),http://www.104.com.tw/job/633nv?jobsource=2018indexpoc,"月薪 40,000元以上"
廣達電腦股份有限公司,雲端基礎架構整合管理系統-後端工程師/專員 - J1895,http://www.104.com.tw/job/6wxq5?jobsource=2018indexpoc,"月薪 34,000元以上"
全日物流股份有限公司,系統維護工程師,http://www.104.com.tw/job/6kztn?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
創昇資訊有限公司,系統工程師,http://www.104.com.tw/job/6xnyq?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
朱宗慶打擊樂團隊_傑優文化事業股份有限公司,程式設計工程師,http://www.104.com.tw/job/6mfut?jobsource=2018indexpoc,"月薪 32,000~55,000元"
禾企電子股份有限公司,MIS / 網管工程師,http://www.104.com.tw/job/5nd0u?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
芙奕達科技有限公司,Unix/Linux 企業主機 維護工程師(新竹),http://www.104.com.tw/job/6z8oa?jobsource=2018indexpoc,"月薪 35,000~45,000元"
鋐昇實業股份有限公司,系統整合工程師(資訊部),http://www.104.com.tw/job/70qn8?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
公勝保險經紀人股份有限公司,資訊部 設備網路科 科主管,http://www.104.com.tw/job/6xkco?jobsource=2018indexpoc,"月薪 36,000~50,000元"
優聘資訊科技有限公司,【內部徵才】分析工程師_Analysis Engineer,http://www.104.com.tw/job/6t3zi?jobsource=2018indexpoc,"月薪 30,000~60,000元"
亞游資訊科技有限公司,DBA台北工程師(數據庫管理員),http://www.104.com.tw/job/6tkr1?jobsource=2018indexpoc,"月薪 50,000~200,000元"
全球快遞_全球商務科技股份有限公司,科服處-後端資深工程師,http://www.104.com.tw/job/5kyje?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
代碼科技有限公司,資深DEVOPS工程師,http://www.104.com.tw/job/6y7b1?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
葳騰科技股份有限公司,後端工程師,http://www.104.com.tw/job/5cxtg?jobsource=2018indexpoc,"年薪 600,000~1,200,000元"
創昇資訊有限公司,資料庫管理師,http://www.104.com.tw/job/6xfet?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
KENDA建大輪胎_建大工業股份有限公司,【總公司】ERP程式設計人員,http://www.104.com.tw/job/44bnn?jobsource=2018indexpoc,"月薪 30,000~45,000元"
廣運機械工程股份有限公司,(1)資訊部-ERP工程師,http://www.104.com.tw/job/6pbq6?jobsource=2018indexpoc,"月薪 30,000~42,000元"
五騰股份有限公司,MIS人員,http://www.104.com.tw/job/708aa?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
ishowlife愛秀生活_創意點子數位股份有限公司,PHP軟體研發工程師,http://www.104.com.tw/job/6bgur?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
捷鵬國際股份有限公司,Delphi工程師,http://www.104.com.tw/job/5txz6?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
